,Cuit,Empresa / Razón Social,Región,Provincia,Localidad,Número De Acto,Fecha Del Acto Administrativo,Fecha En Boletín Oficial,tamaño
375,30708311266,UNIENDO MERCADOS SA,Pampeana,Ciudad Autonoma De Buenos Aires,Monserrat,432,11/7/2018 00:00,11/9/2018 00:00,
376,30648789714,Unitech SA,Pampeana,Ciudad Autonoma Buenos Aires,Ciudad Autonoma De Buenos Aires,135,10/8/2015 00:00,15/10/2015,
377,30715252402,URUPE SAS,Noreste,Chaco,Resistencia,108,18/2/2019,2/12/2019 00:00,
378,30648242197,Valdimor SA,Pampeana,Ciudad Autonoma Buenos Aires,Ciudad Autonoma De Buenos Aires,43,22/6/2016,27/6/2016,
379,30698507892,Vates SA,Pampeana,Cordoba,Cordoba,9,27/2/2015,3/5/2015 00:00,
380,30711152365,Velocity Partnersargentina SRL,Pampeana,Ciudad Autonoma De Buenos Aires,Ciudad Autonoma De Buenos Aires,63,13/12/2016,15/12/2016,
381,30708952083,Vemn SA,Pampeana,Ciudad Autonoma Buenos Aires,Ciudad Autonoma De Buenos Aires,111,9/4/2015 00:00,9/10/2015 00:00,
382,30707819193,Advanced Resources SA,Pampeana,Ciudad Autonoma Buenos Aires,Ciudad Autonoma De Buenos Aires,19,4/7/2016 00:00,4/12/2016 00:00,
383,30710242697,Advenio Software SRL,Pampeana,Buenos Aires,Mar Del Plata,390,11/4/2014 00:00,20/11/2014,
384,30703124123,Advertmind SA,Pampeana,Ciudad Autonoma Buenos Aires,Ciudad Autonoma De Buenos Aires,134,25/9/2015,10/8/2015 00:00,
385,30709521515,Aero Transport Engineering Consulting SA,Pampeana,Cordoba,Cordoba,161,17/11/2015,23/11/2015,
386,30712469761,Aerolab SRL,Pampeana,Ciudad Autonoma Buenos Aires,Ciudad Autonoma De Buenos Aires,34,23/3/2017,29/3/2017,
387,30715166522,Alas It SRL,Pampeana,Ciudad Autonoma Buenos Aires,Ciudad Autonoma De Buenos Aires,427E,23/7/2018,25/7/2018,
388,30712461221,All Online Solutions SA,Pampeana,Ciudad Autonoma Buenos Aires,Ciudad Autonoma De Buenos Aires,109 E,23/10/2017,26/10/2017,
389,30659514628,ALMUNDO.COM S.R.L.,Pampeana,Ciudad Autonoma De Buenos Aires,Retiro,633E,20/12/2018,26/12/2018,
390,30708811528,Alsurdelsur Sistemas Sociedad Anonima,Pampeana,Ciudad Autonoma Buenos Aires,Ciudad Autonoma De Buenos Aires,16 E,16/2/2017,21/2/2017,
391,30661938168,AMTEK S.R.L.,Pampeana,Buenos Aires,Olivos,240,13/5/2019,15/5/2019,
392,30701303535,Apernet SA,Pampeana,Ciudad Autonoma Buenos Aires,Ciudad Autonoma De Buenos Aires,158,17/11/2015,23/11/2015,
393,30707977740,Apg Consulting SRL,Pampeana,Ciudad Autonoma Buenos Aires,Ciudad Autonoma De Buenos Aires,32,6/2/2016 00:00,6/7/2016 00:00,
394,30708954639,AR CONSULTORE S.R.L.,Pampeana,Cordoba,Córdoba,423E,11/6/2018 00:00,7/11/2018 00:00,
395,33714784329,Ar Media Services S.A,Pampeana,Buenos Aires,Vicente Lopez,10E,29/1/2018,31/1/2018,
396,30652880610,Ardison Software SRL,Pampeana,Ciudad Autonoma Buenos Aires,Ciudad Autonoma De Buenos Aires,44,14/11/2016,17/11/2016,
397,33715740309,Argentalent SAS,Pampeana,Ciudad Autonoma De Buenos Aires,Palermo,37,16/1/2019,18/1/2019,
398,30588311844,Arizmendi Computos SA,Pampeana,Ciudad Autonoma Buenos Aires,Ciudad Autonoma De Buenos Aires,85,15/9/2016,20/9/2016,
399,30711930538,Arquimeda SRL,Pampeana,Ciudad Autonoma Buenos Aires,Ciudad Autonoma De Buenos Aires,12 E,2/7/2017 00:00,2/10/2017 00:00,
400,30661879234,Artware SRL,Pampeana,Ciudad Autonoma Buenos Aires,Ciudad Autonoma De Buenos Aires,56,13/7/2016,18/7/2016,
401,30710742584,Ascentio Technologies SA,Pampeana,Cordoba,Cordoba,12,17/3/2016,23/3/2016,
402,30676235309,Ases Consulting SA,Pampeana,Ciudad Autonoma Buenos Aires,Ciudad Autonoma De Buenos Aires,18E,30/1/2018,2/1/2018 00:00,
403,30714672661,Assertia Solutions SA,Pampeana,Buenos Aires,Bahia Blanca,390E,16/5/2018,18/7/2018,
404,30710843992,Ataway SA,Pampeana,Ciudad Autonoma Buenos Aires,Ciudad Autonoma De Buenos Aires,33,6/6/2016 00:00,6/10/2016 00:00,
405,30714075477,Atix Labs,Pampeana,Ciudad Autonoma De Buenos Aires,Chacarita,551E,12/11/2018 00:00,12/12/2018 00:00,
406,30603886123,Atos It Solutions and Services SA,Pampeana,Ciudad Autonoma De Buenos Aires,Ciudad Autonoma De Buenos Aires,57,13/7/2016,18/7/2016,
407,30646279174,Atsadvanced Technology Solutions SA,Pampeana,Ciudad Autonoma De Buenos Aires,Ciudad Autonoma De Buenos Aires,70,21/7/2015,27/7/2015,
408,30710108680,Autex SA,Pampeana,Cordoba,Villa Maria,49 E,24/5/2017,30/5/2017,
409,30631658810,Axoft Argentina Sociedad Anonima,Pampeana,Ciudad Autonoma Buenos Aires,Ciudad Autonoma De Buenos Aires,137,10/8/2015 00:00,15/10/2015,
410,30715163515,Ayres It SRL,Pampeana,Ciudad Autonoma Buenos Aires,Ciudad Autonoma De Buenos Aires,559E,16/8/2018,21/8/2018,
411,30682963081,B Q S SRL,Pampeana,Ciudad Autonoma Buenos Aires,Ciudad Autonoma De Buenos Aires,48 E,16/5/2017,19/5/2017,
412,30707290281,Badi Sociedad de Responsabilidad Limitada,Pampeana,Cordoba,Cordoba,55,13/7/2016,18/7/2016,
413,33709320039,Base Global SA,Pampeana,Ciudad Autonoma Buenos Aires,Ciudad Autonoma De Buenos Aires,38,5/5/2015 00:00,5/11/2015 00:00,
414,30715769065,Basecodeit Argentina SRL,Pampeana,Buenos Aires,Lanús,22,15/1/2019,17/1/2019,
415,30710615876,Bdev SA,Pampeana,Buenos Aires,Vicente Lopez,49,6/1/2015 00:00,6/5/2015 00:00,
416,30710674678,Bdt Group SRL,Pampeana,Ciudad Autonoma Buenos Aires,Ciudad Autonoma De Buenos Aires,11,3/6/2015 00:00,3/11/2015 00:00,
417,30710933371,Beclever SA,Pampeana,Buenos Aires,Acassuso,68,16/12/2016,20/12/2016,
418,30714292311,Bethink SRL,Pampeana,Ciudad Autonoma Buenos Aires,Ciudad Autonoma De Buenos Aires,314E,28/6/2018,29/6/2018,
419,30697566127,Bf Argentina SA,Pampeana,Ciudad Autonoma Buenos Aires,Ciudad Autonoma De Buenos Aires,169,12/1/2015 00:00,12/9/2015 00:00,
420,30711595941,Biside C.S. SA,Pampeana,Buenos Aires,Mar Del Plata,157,17/11/2015,23/11/2015,
421,30613203385,Bit SA,Pampeana,Cordoba,Villa Maria,63,26/6/2015,30/6/2015,
422,33709870799,Bizit Global SA,Pampeana,Cordoba,Cordoba,18,18/3/2015,26/3/2015,
423,30677486577,Blc SA,Pampeana,Santa Fe,Rosario,85 E,9/5/2017 00:00,9/8/2017 00:00,
424,30710521634,Blue Patagon SRL,Pampeana,Ciudad Autonoma Buenos Aires,Ciudad Autonoma De Buenos Aires,4,19/2/2015,25/2/2015,
425,30712207155,Boxitsoft SRL,Pampeana,Buenos Aires,Mar Del Plata,1E,15/1/2018,16/1/2018,
426,30711455139,Bp4 SA,Pampeana,Ciudad Autonoma Buenos Aires,Ciudad Autonoma De Buenos Aires,16,4/7/2016 00:00,4/12/2016 00:00,
427,30709519987,Veritran SA,Pampeana,Ciudad Autonoma Buenos Aires,Ciudad Autonoma De Buenos Aires,55 E,6/6/2017 00:00,6/9/2017 00:00,
428,30710160518,Vi - Da Digital SA,Pampeana,Ciudad Autonoma Buenos Aires,Ciudad Autonoma De Buenos Aires,75,9/9/2016 00:00,14/9/2016,
429,30710747314,Virtual Mind SRL,Pampeana,Ciudad Autonoma Buenos Aires,Ciudad Autonoma De Buenos Aires,102,13/8/2015,20/8/2015,
430,30708295309,Vmn Software Critico SRL,Pampeana,Ciudad Autonoma Buenos Aires,Ciudad Autonoma De Buenos Aires,87,8/7/2015 00:00,13/8/2015,
431,30714029378,Vn Studios SRL,Pampeana,Ciudad Autonoma Buenos Aires,Ciudad Autonoma De Buenos Aires,93E,6/4/2018 00:00,4/9/2018 00:00,
432,30714976180,VONPIX SRL,Pampeana,Ciudad Autonoma De Buenos Aires,Belgrano,448,11/12/2018 00:00,14/11/2018 00:00,
433,30712149422,Voxa SA,Pampeana,Ciudad Autonoma Buenos Aires,Ciudad Autonoma De Buenos Aires,6-E,10/6/2016 00:00,10/12/2016 00:00,
434,33711477239,VR4 S.A.,Pampeana,Ciudad Autonoma De Buenos Aires,Puerto Madero,243,14/5/2019,16/5/2019,
435,30687812537,W 3 Comunicacion SRL,Pampeana,Ciudad Autonoma Buenos Aires,Ciudad Autonoma De Buenos Aires,48,7/7/2016 00:00,14/7/2016,
436,30634035458,Waldbott Asoc SA,Pampeana,Ciudad Autonoma Buenos Aires,Ciudad Autonoma De Buenos Aires,401,14/11/2014,20/11/2014,
437,33715683119,WIDERGY SRL,Pampeana,Ciudad Autonoma De Buenos Aires,Palermo,590,14/12/2018,18/12/2018,
438,30713587903,Wolox SA,Pampeana,Ciudad Autonoma Buenos Aires,Ciudad Autonoma De Buenos Aires,52,13/7/2016,18/7/2016,
439,30688258746,Wondersoftsrl,Pampeana,Ciudad Autonoma Buenos Aires,Ciudad Autonoma De Buenos Aires,140,15/10/2015,21/10/2015,
440,30701270637,Worldsys SA,Pampeana,Ciudad Autonoma Buenos Aires,Ciudad Autonoma De Buenos Aires,94,23/9/2016,28/9/2016,
441,30710395566,Wormhole SA,Pampeana,Ciudad Autonoma Buenos Aires,Ciudad Autonoma De Buenos Aires,77,26/12/2016,29/12/2016,
442,30646029720,WUNDERMAN CATO JOHNSON S.A.,Pampeana,Ciudad Autonoma De Buenos Aires,Nuñez,464,27/11/2018,28/11/2018,
443,33708250959,Xv Tech SA,Pampeana,Ciudad Autonoma Buenos Aires,Ciudad Autonoma De Buenos Aires,159,17/11/2015,23/11/2015,
444,30710132824,Y2K Networks SA,Pampeana,Cordoba,Cordoba,97E,13/4/2018,16/4/2018,
445,30711601178,YALVATAR SA,Noroeste,Jujuy,San Salvador de Jujuy,383,25/10/2018,29/10/2018,
446,30714767573,YOP S.A.,Pampeana,Ciudad Autonoma De Buenos Aires,Belgrano,465,27/11/2018,29/11/2018,
447,30709936251,ZAUBER S.A.,Pampeana,Ciudad Autonoma De Buenos Aires,Palermo,148E,27/9/2018,28/9/2018,
448,30712207627,Zetech SA,Pampeana,Ciudad Autonoma Buenos Aires,Ciudad Autonoma De Buenos Aires,153,11/4/2015 00:00,11/10/2015 00:00,
449,30684912220,Zetti Ingenieria En Sistemas SRL,Pampeana,Ciudad Autonoma Buenos Aires,Ciudad Autonoma De Buenos Aires,160,17/11/2015,23/11/2015,
450,30707791973,Zoo Logic SA,Pampeana,Ciudad Autonoma Buenos Aires,Ciudad Autonoma De Buenos Aires,97,8/12/2015 00:00,19/8/2015,
451,30711198594,10Pines SRL,Pampeana,Ciudad Autonoma Buenos Aires,Ciudad Autonoma De Buenos Aires,71,21/7/2015,27/7/2015,
452,30707711686,3Way Solutions SA,Pampeana,Ciudad Autonoma Buenos Aires,Ciudad Autonoma De Buenos Aires,124,22/9/2015,28/9/2015,
453,30712556559,3Xm Group SA,Pampeana,Cordoba,Cordoba,104 E,10/5/2017 00:00,10/10/2017 00:00,
454,30712063412,4R Soluciones SRL,Pampeana,Santa Fe,Ruinas Santa Fe La Vieja,47,14/11/2016,17/11/2016,
455,30708718331,@R-Tech SRL,Pampeana,Ciudad Autonoma Buenos Aires,Ciudad Autonoma De Buenos Aires,5,19/2/2015,25/2/2015,
456,30709035262,A B C Consulting SA,Pampeana,Ciudad Autonoma Buenos Aires,Ciudad Autonoma De Buenos Aires,88,8/7/2015 00:00,13/8/2015,
457,30700595842,A T X SA,Pampeana,Ciudad Autonoma Buenos Aires,Ciudad Autonoma De Buenos Aires,152,28/10/2015,11/2/2015 00:00,
458,33656777139,A&J Sistemas Sociedad de Responsabilidad Limitada,Pampeana,Santa Fe,Rosario,122,22/9/2015,28/9/2015,
459,30707409734,A.C.P. Ingenieria En Sistemas SRL,Cuyo,Mendoza,Mendoza,117,9/8/2015 00:00,15/9/2015,
460,30709407070,Absti Sociedad Anonima,Pampeana,Ciudad Autonoma Buenos Aires,Ciudad Autonoma De Buenos Aires,45,7/7/2016 00:00,14/7/2016,
461,33610006189,Accenture SRL,Pampeana,Ciudad Autonoma De Buenos Aires,Ciudad Autonoma De Buenos Aires,22,5/11/2016 00:00,16/5/2016,
462,30686247925,Access Informatica SRL,Pampeana,Ciudad Autonoma Buenos Aires,Ciudad Autonoma De Buenos Aires,26,23/5/2016,27/5/2016,
463,30707752285,Accusys Technology SRL,Pampeana,Ciudad Autonoma Buenos Aires,Ciudad Autonoma De Buenos Aires,1125,30/9/2015,10/6/2015 00:00,
464,30709404039,Aconcagua Software Factory SA,Cuyo,Mendoza,Mendoza,40,15/6/2016,22/6/2016,
465,30691222574,Acriter SA,Pampeana,Ciudad Autonoma Buenos Aires,Ciudad Autonoma De Buenos Aires,37,30/3/2017,4/3/2017 00:00,
466,33707000509,Activia SA,Pampeana,Ciudad Autonoma Buenos Aires,Ciudad Autonoma De Buenos Aires,80,14/9/2016,19/9/2016,
467,33708845839,Activica SA,Pampeana,Ciudad Autonoma Buenos Aires,Ciudad Autonoma De Buenos Aires,31,6/2/2016 00:00,6/7/2016 00:00,
468,30714295698,Adhoc SA,Pampeana,Santa Fe,Rosario,2E,15/1/2018,16/1/2018,
469,30707659773,Admotion SRL,Pampeana,Ciudad Autonoma De Buenos Aires,Ciudad Autonoma De Buenos Aires,67,8/11/2016 00:00,16/8/2016,
470,33709474559,Adonix SA,Pampeana,Ciudad Autonoma Buenos Aires,Ciudad Autonoma De Buenos Aires,44 E,5/5/2017 00:00,5/11/2017 00:00,
473,30717156222,3S SOFTWARE COMPANY,,Capital Federal,,,,,
474,30715856871,4 YODAS S.A.,,Santa Fe,,,,,
475,30712395032,7 PUENTES S. A,,Capital Federal,,,,,
478,30716786036,"95 MERO DATA SOCIEDAD POR ACCIONES
SIMPLIFICADA",,Mendoza,,,,,
479,30716888149,"ABASTECIMIENTO DIGITAL SOCIEDAD POR
ACCIONES SIMPLIFICADA S. A. S.",,Córdoba,,,,,Micro
481,30587176196,AEROTERRA SOCIEDAD ANONIMA,,Capital Federal,,,,,
483,30716465221,AG CAPITAL S.A.,,Capital Federal,,,,,
484,30708152974,AGENCIA INTEGRADORA DE VENTAS SA,,Capital Federal,,,,,Pequeña
488,30711370613,AGROSISTEMAS S.A,,Buenos Aires,,,,,
489,30717180190,AI TECH S.A.S.,,Córdoba,,,,,
490,30664174533,ALEATOR SRL,,Buenos Aires,,,,,
491,30715662945,ALEPH SOLUTIONS SRL,,Capital Federal,,,,,
492,30716484757,ALGEIBA DEV SOLUTIONS,,Capital Federal,,,,,
493,30627845487,ALGORITMO S.A.,,Santa Fe,,,,,
495,33715514759,ALTERNATIVAS INTELIGENTES S.A.,,Santa Fe,,,,,
496,33717127809,AMANDA CARE S.A.S.,,Capital Federal,,,,,
497,30715982028,AMDG S.A.S.,,Córdoba,,,,,Micro
498,30712119647,AMERICA GIS S.R.L.,,Córdoba,,,,,
499,30715027751,ANOVA S.R.L.,,Capital Federal,,,,,Micro
500,30715029916,APPLICANT S.A.,,Capital Federal,,,,,
501,30715425579,APPSTRACT S.R.L.,,Buenos Aires,,,,,
502,30711474109,AR-ROBOTS S.A.,,Capital Federal,,,,,Micro
503,30715235338,ARBUSTA S.R.L.,,Capital Federal,,,,,
504,30714784966,ARIDO SOFTWARE S.R.L.,,San Luis,,,,,Micro
505,30709264482,ARL SA,,Capital Federal,,,,,
506,33710725239,ARTDECODE S.R.L.,,Capital Federal,,,,,
507,30716355191,ARTEKIUM TECHNOLOGY STUDIO S.A.,,Capital Federal,,,,,
508,30710111134,ASAP CONSULTING SA,,Capital Federal,,,,,
509,30709247979,ASESORES EN RECURSOS ENERGETICOS S.A,,Capital Federal,,,,,
510,30716608286,ASOFIX S.A.S.,,Córdoba,,,,,
511,30709961949,ASSERT SOLUTIONS S.R.L.,,Capital Federal,,,,,
512,30680121822,ATOS ARGENTINA S A,,Capital Federal,,,,,
513,30709413852,AUTOLÓGICA S.A.,,Santa Fe,,,,,
515,30716958678,B HEALTH S.A.S.,,Córdoba,,,,,
516,30709981281,BA LOGIC S.A,,Capital Federal,,,,,Micro
517,30714787558,BANNER DIRECTOR S.A,,Córdoba,,,,,
519,30712380159,BEEREAL INFORMATION TECHNOLOGY S.A.,,Buenos Aires,,,,,
520,30711091552,BIGBOX S.A.,,Capital Federal,,,,,
521,30716796163,BIGPEAR S.A.S.,,Córdoba,,,,,
522,30711981671,BIGTREE STUDIO,,Capital Federal,,,,,
523,30716382334,BILLETERAPAIS S A,,Capital Federal,,,,,Micro
524,30717187810,BIMARCH EN FORMACION S. A.,,Santa Fe,,,,,Micro
525,30712381902,BINAMICS S.R.L,,Córdoba,,,,,
526,30716831422,BIOFEED TECH S.A.S.,,Córdoba,,,,,
531,30716300192,BITWISE SA,,Santa Fe,,,,,
532,30716702592,BLACKBOX VISION,,Buenos Aires,,,,,
533,30716612674,BLQ S.R.L,,Capital Federal,,,,,
534,30714489662,BLUEDRAFT S.A.,,Capital Federal,,,,,
536,30707248838,BOREAL SOLUTIONS S.A.,,Capital Federal,,,,,
537,30716845490,BREVITY S.A,,Capital Federal,,,,,
538,30717135446,BROMUS SOFTWARE,,Buenos Aires,,,,,
539,33716375019,BT CONSULTING S.A.S.,,Córdoba,,,,,
540,30715455672,BUEN VOLAR S.A.,,Capital Federal,,,,,Mediana
541,30685910450,C V M SERVICIOS S R L,,Capital Federal,,,,,Micro
542,30711457964,CAHUMA S.A.,,Córdoba,,,,,Pequeña
544,30716437414,CALOIAN,,Buenos Aires,,,,,Micro
545,30716352656,CAMBALACHE TECHNOLOGIES,,Buenos Aires,,,,,
546,30715124250,CAMPANA DIGITAL S.R.L,,Buenos Aires,,,,,Micro
547,30685856715,CAPGEMINI ARGENTINA S.A.,,Capital Federal,,,,,
549,30710116403,CASE S.A,,Mendoza,,,,,
550,30708042419,CDN SRL,,Capital Federal,,,,,
554,30716306042,CHISPA PARA EL MUNDO S.A,,Capital Federal,,,,,
556,30711460507,CLEVER SOFT S.A.,,Capital Federal,,,,,
557,30715805576,CLOUD SOFTWARE SRL,,Capital Federal,,,,,Micro
558,30716038498,CLOVINN S.R.L.,,Santa Fe,,,,,
559,30715829130,COCIS S.A.S,,Córdoba,,,,,
560,33717168009,CODING APPS S.,,Buenos Aires,,,,,
561,30709037508,COGNISYS SRL,,Capital Federal,,,,,
562,30708792469,COL S.A,,Mendoza,,,,,
563,33708116829,COMPAÑÍA GENERAL DE SOFTWARE S.R.L.,,Capital Federal,,,,,
564,30717173771,"COMPAÑIA LATINOAMERICANA DE SISTEMAS S. A.
S.",,Entre Ríos,,,,,Micro
565,30716417391,CONSULTORES EN IT SAS,,Santa Fe,,,,,
566,30710514018,CONSULTORES MIDAS S.A.,,Mendoza,,,,,
567,30709463566,CONSULTORIA GLOBAL S.A.,,Capital Federal,,,,,
568,30714864269,CONTABILIUM S.A.,,Capital Federal,,,,,
569,30714424889,CONTROL COMERCIO SRL,,Capital Federal,,,,,
572,33714183759,CPI DESARROLLOS S.R.L.,,Chaco,,,,,
573,30712536205,CPM GAMES S.R.L.,,Capital Federal,,,,,Grande
574,30716933896,CRUBYT S.R.L,,Capital Federal,,,,,
576,30713763701,CRUXAR S.R.L.,,Buenos Aires,,,,,
577,30716320584,CUBIQ,,Capital Federal,,,,,
578,30715901192,CUMBRESOFT SAS,,Capital Federal,,,,,
579,30709996718,CVT SA,,Mendoza,,,,,Mediana
581,30716645033,DAT SOLUTIONS S.A.S.,,Córdoba,,,,,
582,30717164322,DATACLOUD,,Capital Federal,,,,,
583,30710326521,DATALYTICS S.R.L.,,Capital Federal,,,,,
584,30715535234,DATCOM SOLUCIONES TECNOLOGICAS SA,,Buenos Aires,,,,,
589,30715514539,DEUX IT COMPANY S.R.L..,,Santa Fe,,,,,
590,30716928108,DEVCUBE S.A.S. S. A. S.,,Córdoba,,,,,Micro
592,30710857977,DIBUSOFT SRL,,Capital Federal,,,,,Pequeña
594,30717043312,DIEGO MARIANO ESPADA Y CESAR NICOLAS ROSSI,,Capital Federal,,,,,Micro
595,30709273171,DIGIP SOLUCIONES INTEGRALES S.R.L.,,Capital Federal,,,,,
597,30715179373,DIGITAL CONTENT MACHINE S.A.,,Córdoba,,,,,Micro
598,30716423871,"DIGITAL MOTUS SOCIEDAD POR ACCIONES
SIMPLIFICADA",,Córdoba,,,,,
599,30714164828,DILECTO SOFTWARE S.R.L,,Chubut,,,,,Micro
601,30708462566,DISEGNO SOFT S.R.L,,Córdoba,,,,,
602,33715351019,DISYTEL CONSULTING S.A.,,Santa Cruz,,,,,
603,30716327279,DIVERSITAS,,Capital Federal,,,,,
604,30709105570,DOKA TECH S.A.,,Capital Federal,,,,,
605,33710859359,DPS SISTEMAS Y CONSULTORIA S.R.L.,,Capital Federal,,,,,
606,30710244010,DRIDCO SAU,,Capital Federal,,,,,
608,33715699139,DTHINK S.R.L.,,Capital Federal,,,,,
609,30716745070,DUX SOFTWARE S.A.S.,,Córdoba,,,,,
611,30715152505,E-PARTNERS S.R.L.,,Córdoba,,,,,
612,30717041565,ECS LATAM S.A.S. SUCURSAL ARGENTINA,,Capital Federal,,,,,
614,30714499129,EDS ENTERPRISE DATA SOLUTIONS S.A.,,Capital Federal,,,,,
615,30711717265,EGO RECURSOS CREATIVOS ONLINE S.R.L.,,Buenos Aires,,,,,Pequeña
616,30711143781,ELDAR S.R.L,,Capital Federal,,,,,
617,30710017391,ELEPE SERVICIOS SRL,,Santa Fe,,,,,
618,30707447504,ELSERVER SRL,,Capital Federal,,,,,
619,30717152308,EMOTIONIT S.A.,,Santa Fe,,,,,
620,30709131865,EMPRENDIMIENTOS SATELITALES SA,,Capital Federal,,,,,
621,30711103534,ENCODE S.A.,,Córdoba,,,,,
623,30716420120,ENLACE MOLECULAR S.R.L.,,Capital Federal,,,,,
624,30707633480,ENRATIO S.A,,Capital Federal,,,,,
626,33709908249,ENTORNOS EDUCATIVOS S.R.L,,Capital Federal,,,,,
627,30715997653,EPPICAL,,Buenos Aires,,,,,
630,30716270358,ESPIN-LABS S.R.L,,Capital Federal,,,,,
632,30700911191,ESTRATEGIAS DIFERENCIADAS,,Buenos Aires,,,,,
633,30715703633,EVOTECH S.A.,,Córdoba,,,,,Micro
634,30711183791,EXACTIAN CONSULTING S.A.,,Buenos Aires,,,,,
635,33714005079,EXIMO SOCIEDAD ANONIMA,,Neuquén,,,,,
636,30716854813,FACTORIS S.A.S.,,Córdoba,,,,,
638,30717748995,FARES SOFTWARE S. A. S.,,"Santiago del
Estero",,,,,Micro
639,30716787008,FIBERX3,,Buenos Aires,,,,,
640,33711720109,FK TECH S.R.L.,,Capital Federal,,,,,
642,30712327355,FLEXIBILITY S.R.L.,,Buenos Aires,,,,,
643,30716865394,FLOCK SISTEMAS S.R.L.,,Capital Federal,,,,,
644,30715539981,FLOWING CODE S.A,,Santa Fe,,,,,
646,30715836943,FLYING NIMBUS SAS,,Capital Federal,,,,,
647,30709969583,FOCA SOFTWARE FACTORY S.A,,Mendoza,,,,,
648,30716711826,FONTESOFT S.A.S.,,Mendoza,,,,,
651,30716712032,FULL AUDITS,,Capital Federal,,,,,
652,30714685224,FUSAP S.R.L.,,Capital Federal,,,,,
653,30663743542,FX INFORMATICA SOCIEDAD ANONIMA,,Buenos Aires,,,,,
654,30709392820,G4 CONSULTING S.A.,,Buenos Aires,,,,,
655,30716871181,GALACA SOFTWARE FACTORY S.A.S.,,Mendoza,,,,,Micro
657,30714236918,GEN IT SOCIEDAD DE RESPONSABILIDAD LIMITADA,,Capital Federal,,,,,
658,30710661495,GEONOSIS S.A,,Capital Federal,,,,,
659,33714189919,"GESTION ELECTRONICA DE PAGOS Y COBRANZAS
S.A.",,Capital Federal,,,,,
660,30717165051,GIGA GLOBAL S.A.S.,,Córdoba,,,,,
661,30707466967,GLOBALSIS S.R.L.,,Capital Federal,,,,,
662,30716480476,GO2FUTURE,,Capital Federal,,,,,
663,30716036797,GOIAR S.A.S.,,Capital Federal,,,,,
664,30716871149,GOODAPPS S. A. S,,Córdoba,,,,,
665,30717361748,GREENCODE S.R.L.,,Capital Federal,,,,,
666,30714829463,GRUPO M.A.S. SRL,,Buenos Aires,,,,,
668,30710452209,GRUPO TECNOGESTION S.A.,,Capital Federal,,,,,
669,30716316617,"GUANACO SOFTWARE FACTORY SOCIEDAD POR
ACCIONES SIMPLIFICADA",,Chubut,,,,,
671,30715488864,HAL COMPANY S.A.,,Capital Federal,,,,,
672,30707264760,HEALTH MANAGEMENT SOLUTIONS S.A.,,Capital Federal,,,,,
673,30716147939,HIGH IMPACT S.A.S.,,Córdoba,,,,,
674,30717306224,HOOD INT S.R.L.,,Capital Federal,,,,,
675,30709041483,I 2 T S.A.,,Santa Fe,,,,,
676,30710126379,I N F T S. A.,,Córdoba,,,,,
678,30716843706,IDEAR TECH S.A.S.,,Santa Fe,,,,,
679,30717312097,IDING S.A.S.,,Córdoba,,,,,Micro
680,30715347853,IGARA STUDIO S.A,,Santa Fe,,,,,
681,30711166323,IMPRONTA IT S.A.,,Capital Federal,,,,,
683,30716298414,INCEPTIA SRL,,Capital Federal,,,,,
685,30633801106,INENCO S R L,,Neuquén,,,,,
687,30715832301,INFOCONTROL S.A.S.,,San Juan,,,,,
688,30707586520,INFORMAR ARGENTINA S A,,Córdoba,,,,,
689,30710894015,INFOTEMA S.A.,,Capital Federal,,,,,
692,30716434903,INNOVACION & SOFTWARE S.A.S.,,Córdoba,,,,,Micro
693,30716914565,INNOVUS SOFTWARE S.A.S,,Córdoba,,,,,
695,30717374386,INSIGHT DELTA S. R. L.,,Buenos Aires,,,,,
696,30716829266,INTELIGENCIA BIOMETRICA S.A.,,Córdoba,,,,,
697,30708416114,INTELLYMATION SRL,,Entre Ríos,,,,,
698,30714748080,INTERACTIVE MOBILE MEDIA,,Capital Federal,,,,,
699,30716073137,INTERBRAIN S.A.S.,,Mendoza,,,,,
700,30712304584,INTERLAB DESARROLLOS S.R.L.,,Santa Fe,,,,,
701,30717157040,INTUIT S.R.L.,,Capital Federal,,,,,
703,30710261632,INX3 S.R.L.,,Buenos Aires,,,,,
704,30716521032,IOT SOLUCIONES,,Córdoba,,,,,
705,30710623992,IPROGRAMMERS SRL,,Santa Fe,,,,,
706,30717806278,ISF SOFT S.A.,,Buenos Aires,,,,,Micro
707,30716649241,ISOLARC S.A,,Capital Federal,,,,,
708,30717292304,ISPECTRUM S. R. L.,,Capital Federal,,,,,
709,30699630450,ITC SOLUCIONES S A,,Mendoza,,,,,
711,30711833656,ITHREEX GLOBAL S.R.L.,,Córdoba,,,,,
712,30711245304,ITIERS BUSINESS TECHNOLOGIES S.A.,,Mendoza,,,,,
713,33717141739,ITSUR SAS,,Neuquén,,,,,
714,30708988894,IVOLUTIA SRL,,Capital Federal,,,,,
717,30716634767,JEMERSOFT S.A.S.,,Córdoba,,,,,
718,30708679271,JOTAFI SA,,Capital Federal,,,,,
719,30711979324,JULASOFT S.A.,,Buenos Aires,,,,,
721,30716320991,KD GLOBAL S.A.S.,,Córdoba,,,,,
722,30717355489,KDOS S. R. L.,,Córdoba,,,,,Micro
724,30715439715,KODEAR S.R.L.,,Santa Fe,,,,,
725,30715861956,KOZACA S.A.,,Santa Fe,,,,,
